root_account_id,path_type,account_1,account_2,account_3,label_1,label_2,label_3,time_1,time_2,delay_hours,amount_1,amount_2,amount_ratio,path_evidence_score
9928,root_mid_out_24h,9928,5584,7991,其它,其它,其它,2025-08-05 14:17:21,2025-08-06 09:50:03,19.545,600000.0,892740.19,1.4879003166666667,1.2098243666666666
9928,root_mid_out_24h,9928,5584,10446,其它,其它,其它,2025-08-05 14:17:21,2025-08-06 09:50:03,19.545,600000.0,892740.19,1.4879003166666667,1.2098243666666666
10083,root_mid_out_24h,10083,2325,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 15:26:05,0.9319444444444445,10950547.5,7500753.66,0.6849660859422783,2.331101153366038
10083,root_mid_out_24h,10083,5919,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 15:26:05,0.9319444444444445,10950547.5,7500753.66,0.6849660859422783,2.331101153366038
10083,root_mid_out_24h,10083,2325,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 15:12:20,0.7027777777777777,10950547.5,5000000.0,0.45659817465747715,1.883913941907547
10083,root_mid_out_24h,10083,5919,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 15:12:20,0.7027777777777777,10950547.5,5000000.0,0.45659817465747715,1.883913941907547
10083,root_mid_out_24h,10083,2325,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 15:57:36,1.4572222222222222,10950547.5,4010024.77,0.36619399806265396,1.6716704035327155
10083,root_mid_out_24h,10083,5919,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 15:57:36,1.4572222222222222,10950547.5,4010024.77,0.36619399806265396,1.6716704035327155
10083,root_mid_out_24h,10083,2325,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 15:25:59,0.9302777777777778,10950547.5,2655775.0,0.2425244034601923,1.4462872328463106
10083,root_mid_out_24h,10083,5919,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 15:25:59,0.9302777777777778,10950547.5,2655775.0,0.2425244034601923,1.4462872328463106
10083,root_mid_out_24h,10083,2325,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 16:16:31,1.7725,10950547.5,497075.34,0.04539273858224897,1.0169313104978315
10083,root_mid_out_24h,10083,5919,10485,其它,其它,其它,2025-07-10 14:30:10,2025-07-10 16:16:31,1.7725,10950547.5,497075.34,0.04539273858224897,1.0169313104978315
